Time,Object,Mass,X,Y,VX,VY,AX,AY
4.600,3,1000.000000,1.630,-2.360,4.353,2.308,-4.516,6.784
4.610,1,1000.000000,-4.016,-2.940,0.919,-3.322,2.195,1.585
4.610,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.610,3,1000.000000,1.673,-2.337,4.307,2.374,-4.612,6.677
4.620,1,1000.000000,-4.007,-2.973,0.941,-3.306,2.174,1.591
4.620,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.620,3,1000.000000,1.716,-2.313,4.260,2.440,-4.705,6.569
4.630,1,1000.000000,-3.998,-3.006,0.963,-3.290,2.153,1.598
4.630,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.630,3,1000.000000,1.759,-2.288,4.212,2.505,-4.795,6.461
4.640,1,1000.000000,-3.988,-3.039,0.984,-3.274,2.133,1.603
4.640,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.640,3,1000.000000,1.801,-2.263,4.163,2.568,-4.882,6.352
4.650,1,1000.000000,-3.978,-3.071,1.005,-3.258,2.112,1.609
4.650,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.650,3,1000.000000,1.843,-2.238,4.113,2.631,-4.967,6.242
4.660,1,1000.000000,-3.968,-3.104,1.026,-3.241,2.091,1.615
4.660,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.660,3,1000.000000,1.884,-2.211,4.063,2.692,-5.049,6.131
4.670,1,1000.000000,-3.958,-3.136,1.047,-3.225,2.071,1.620
4.670,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.670,3,1000.000000,1.925,-2.185,4.012,2.752,-5.128,6.020
4.680,1,1000.000000,-3.947,-3.169,1.067,-3.209,2.051,1.626
4.680,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.680,3,1000.000000,1.965,-2.157,3.960,2.811,-5.205,5.908
4.690,1,1000.000000,-3.937,-3.201,1.087,-3.193,2.031,1.631
4.690,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.690,3,1000.000000,2.004,-2.129,3.907,2.869,-5.280,5.796
4.700,1,1000.000000,-3.926,-3.233,1.108,-3.176,2.012,1.636
4.700,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.700,3,1000.000000,2.043,-2.100,3.853,2.926,-5.351,5.684
4.710,1,1000.000000,-3.915,-3.264,1.127,-3.160,1.992,1.641
4.710,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.710,3,1000.000000,2.082,-2.071,3.799,2.982,-5.421,5.572
4.720,1,1000.000000,-3.903,-3.296,1.147,-3.143,1.973,1.645
4.720,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.720,3,1000.000000,2.120,-2.041,3.744,3.036,-5.487,5.459
4.730,1,1000.000000,-3.892,-3.328,1.167,-3.127,1.954,1.650
4.730,2,1000000000000.000000,-0.000,0.000,-0.000,0.000,0.000,-0.000
4.730,3,1000.000000,2.157,-2.011,3.689,3.090,-5.552,5.346
4.740,1,1000.000000,-3.880,-3.359,1.186,-3.110,1.935,1.654
4.740,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.740,3,1000.000000,2.194,-1.980,3.633,3.142,-5.614,5.232
4.750,1,1000.000000,-3.868,-3.390,1.205,-3.094,1.916,1.659
4.750,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.750,3,1000.000000,2.231,-1.948,3.576,3.193,-5.673,5.119
4.760,1,1000.000000,-3.856,-3.421,1.224,-3.077,1.897,1.663
4.760,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.760,3,1000.000000,2.266,-1.917,3.519,3.243,-5.731,5.006
4.770,1,1000.000000,-3.844,-3.452,1.243,-3.061,1.879,1.667
4.770,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.770,3,1000.000000,2.301,-1.884,3.461,3.292,-5.785,4.892
4.780,1,1000.000000,-3.832,-3.482,1.262,-3.044,1.861,1.671
4.780,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.780,3,1000.000000,2.336,-1.851,3.402,3.340,-5.838,4.779
4.790,1,1000.000000,-3.819,-3.513,1.280,-3.027,1.843,1.674
4.790,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.790,3,1000.000000,2.370,-1.818,3.343,3.387,-5.888,4.666
4.800,1,1000.000000,-3.806,-3.543,1.298,-3.010,1.825,1.678
4.800,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.800,3,1000.000000,2.404,-1.784,3.284,3.432,-5.936,4.553
4.810,1,1000.000000,-3.793,-3.573,1.316,-2.994,1.807,1.682
4.810,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.810,3,1000.000000,2.436,-1.750,3.224,3.477,-5.982,4.440
4.820,1,1000.000000,-3.780,-3.603,1.334,-2.977,1.789,1.685
4.820,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.820,3,1000.000000,2.469,-1.715,3.164,3.520,-6.026,4.327
4.830,1,1000.000000,-3.767,-3.633,1.352,-2.960,1.772,1.689
4.830,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.830,3,1000.000000,2.500,-1.680,3.103,3.562,-6.067,4.215
4.840,1,1000.000000,-3.753,-3.662,1.370,-2.943,1.754,1.692
4.840,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.840,3,1000.000000,2.531,-1.644,3.042,3.603,-6.107,4.102
4.850,1,1000.000000,-3.740,-3.692,1.387,-2.926,1.737,1.695
4.850,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.850,3,1000.000000,2.562,-1.608,2.981,3.643,-6.144,3.990
4.860,1,1000.000000,-3.726,-3.721,1.404,-2.909,1.720,1.698
4.860,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.860,3,1000.000000,2.592,-1.572,2.919,3.682,-6.180,3.879
4.870,1,1000.000000,-3.712,-3.750,1.421,-2.892,1.703,1.701
4.870,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.870,3,1000.000000,2.621,-1.535,2.857,3.720,-6.213,3.768
4.880,1,1000.000000,-3.697,-3.779,1.438,-2.875,1.686,1.704
4.880,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.880,3,1000.000000,2.649,-1.497,2.794,3.756,-6.244,3.657
4.890,1,1000.000000,-3.683,-3.808,1.455,-2.858,1.670,1.707
4.890,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.890,3,1000.000000,2.677,-1.460,2.732,3.792,-6.274,3.546
4.900,1,1000.000000,-3.669,-3.836,1.471,-2.841,1.653,1.709
4.900,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.900,3,1000.000000,2.705,-1.422,2.669,3.826,-6.302,3.436
4.910,1,1000.000000,-3.654,-3.865,1.488,-2.824,1.637,1.712
4.910,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.910,3,1000.000000,2.731,-1.384,2.605,3.859,-6.327,3.327
4.920,1,1000.000000,-3.639,-3.893,1.504,-2.806,1.621,1.715
4.920,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.920,3,1000.000000,2.757,-1.345,2.542,3.891,-6.351,3.218
4.930,1,1000.000000,-3.624,-3.921,1.520,-2.789,1.605,1.717
4.930,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.930,3,1000.000000,2.783,-1.306,2.478,3.922,-6.373,3.109
4.940,1,1000.000000,-3.609,-3.949,1.536,-2.772,1.589,1.719
4.940,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.940,3,1000.000000,2.807,-1.267,2.414,3.952,-6.394,3.001
4.950,1,1000.000000,-3.593,-3.977,1.551,-2.755,1.573,1.722
4.950,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.950,3,1000.000000,2.832,-1.228,2.350,3.981,-6.412,2.894
4.960,1,1000.000000,-3.578,-4.004,1.567,-2.738,1.558,1.724
4.960,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.960,3,1000.000000,2.855,-1.188,2.286,4.009,-6.429,2.787
4.970,1,1000.000000,-3.562,-4.032,1.582,-2.720,1.542,1.726
4.970,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.970,3,1000.000000,2.878,-1.148,2.221,4.036,-6.444,2.681
4.980,1,1000.000000,-3.546,-4.059,1.598,-2.703,1.527,1.728
4.980,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.980,3,1000.000000,2.900,-1.107,2.157,4.062,-6.458,2.575
4.990,1,1000.000000,-3.530,-4.086,1.613,-2.686,1.512,1.730
4.990,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
4.990,3,1000.000000,2.922,-1.067,2.092,4.087,-6.470,2.470
5.000,1,1000.000000,-3.514,-4.113,1.628,-2.668,1.497,1.732
5.000,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
5.000,3,1000.000000,2.943,-1.026,2.027,4.110,-6.481,2.366
